,subject,month,day,year,city,region1,postal_code,lat,lng,stance
742, Greenidge Generation Power Plant ,10.0,5.0,21.0,Middle Grove,NY,12850,43.0802185,-73.98091540000001,0
743, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,New York,NY,10040,40.863278183785894,-73.92946327054648,0
744, Please Deny Title V Air Permit ,11.0,16.0,21.0,Ithaca,NY,14850,42.44350130612245,-76.50402591836735,0
745, Save NY from Climate-Killing Cryptocurrency ,11.0,19.0,21.0,Newfield,NY,14867,42.34560459329332,-76.6060614420477,0
746, Greenidge Generation Power Plant ,10.0,5.0,21.0,Buffalo,NY,14209,42.92523362012899,-78.87056883709748,0
747, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,Nassau,NY,12062,42.5293189,-73.5166687,0
748, Save NY from Climate-Killing Cryptocurrency ,11.0,18.0,21.0,Syracuse,NY,13210,43.043833299999996,-76.1193468,0
749, Deny Greenidge's Title V Air Permit ,11.0,15.0,21.0,Bronx,NY,10471-1302,40.908581,-73.906375,0
750, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Sherman,NY,14781,42.183128,-79.50457449999998,0
751, Greenidge Generation Power Plant ,11.0,9.0,21.0,Queens,NY,11104,40.738780600000005,-73.92455559999998,0
753, Greenidge Generation Power Plant ,10.0,14.0,21.0,Rochester,NY,14620,43.13946179999999,-77.6149593,0
754, Greenidge Generation Power Plant ,10.0,5.0,21.0,Buffalo,NY,14214,42.9364723,-78.84371740000002,0
755, Deny Greenidge's Title V Air Permit ,11.0,15.0,21.0,hastings,NY,10706-1441,40.995709033273954,-73.8829876377422,0
756, Greenidge Generation Power Plant ,10.0,5.0,21.0,Berne,NY,12023,42.5585881,-74.1056061,0
757, Deny Greenidge's Title V Air Permit ,11.0,19.0,21.0,Syracuse,NY,13210-2123,43.0430033,-76.1205125,0
760, Deny Greenidge's Title V Air Permit ,11.0,15.0,21.0,UPTON,NY,13809-4172,42.3840558,-75.43136159999999,0
761, Save NY from Climate-Killing Cryptocurrency ,11.0,13.0,21.0,Himrod,NY,14842,42.5873555,-76.91965154600409,0
763, Deny Greenidge's Title V Air Permit ,11.0,15.0,21.0,Brooklyn,NY,11218-6037,40.63794710000001,-73.96635340016472,0
764, Greenidge Generation Power Plant ,10.0,5.0,21.0,Millerton,NY,12546,41.9866487,-73.55069040000001,0
766, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Bronx,NY,10462-2430,40.8526429,-73.86499559999999,0
767, Deny Greenidge's Title V Air Permit ,11.0,19.0,21.0,Greene,NY,13778-1029,42.3368327,-75.76749190000001,0
768, Greenidge Generation Power Plant ,10.0,12.0,21.0,New York,NY,10024,40.789505600000005,-73.97503459999999,0
769, Save NY from Climate-Killing Cryptocurrency ,11.0,16.0,21.0,Burdett,NY,14818,42.484471,-76.81645495980067,0
770, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Schenectady,NY,12303-5154,42.7363056,-73.93510357471017,0
771, Save NY from Climate-Killing Cryptocurrency ,11.0,16.0,21.0,Owego,NY,13827,42.132290999999995,-76.2844528898305,0
772, Deny Greenidge's Title V Air Permit ,11.0,15.0,21.0,Chestnut Ridge,NY,10977-6111,41.085169069087584,-74.06430200459269,0
773, Save NY from Climate-Killing Cryptocurrency ,11.0,9.0,21.0,Syracuse,NY,13210,43.03409005,-76.11977814752989,0
774, Greenidge Generating Station ,11.0,16.0,21.0,Rock Stream,NY,,42.471143,-76.90982945950157,0
775, Greenidge Has Not Delivered ,9.0,29.0,21.0,Dresden,NY,14441,42.6909295,-76.95800204577922,0
776, Save NY from Climate-Killing Cryptocurrency ,11.0,16.0,21.0,Fairport,NY,14450,43.096755200000004,-77.4449733,0
777, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Henrietta,NY,14467-9016,43.0384826,-77.6224838,0
779, Save NY from Climate-Killing Cryptocurrency ,11.0,16.0,21.0,Ovid,NY,14521,42.6685915412026,-76.71037361773175,0
780, Save NY from Climate-Killing Cryptocurrency ,11.0,1.0,21.0,City,NY,11530,40.7231846,-73.61555324273594,0
781, Save NY from Climate-Killing Cryptocurrency ,11.0,18.0,21.0,Brooktondale,NY,14817,42.3671763,-76.3810819,0
782, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,New York,NY,10028,40.77927855,-73.96056515402961,0
783, Save NY from Climate-Killing Cryptocurrency ,11.0,13.0,21.0,Ithaca,NY,14850,42.3901355,-76.48527118157506,0
784, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,Brooklyn,NY,11223,40.5974304489796,-73.98164748979592,0
785, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Staten Island,NY,10304,40.60491152587328,-74.09505692780418,0
786, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Manhattan,NY,10025-6825,40.7937278,-73.97411340000001,0
787, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Bellmore,NY,11710-2729,40.6871441,-73.54218655504202,0
788, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,Schuyler Falls,NY,12985,44.621303999999995,-73.58354399999999,0
789, Greenidge Generation Power Plant ,10.0,5.0,21.0,New York,NY,10128,40.78703728,-73.95559144,0
790, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Delmar,NY,12054,42.624018,-73.86212900000001,0
791, Save NY from Climate-Killing Cryptocurrency ,11.0,1.0,21.0,Baldwin,NY,11510,40.645376500000005,-73.61907959999999,0
792, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Hicksville,NY,11801,40.780983500000005,-73.51382650000001,0
793, Greenidge Generation Power Plant ,10.0,12.0,21.0,Syracuse,NY,13212,43.1272917,-76.10277033194623,0
794, Save NY from Climate-Killing Cryptocurrency ,11.0,13.0,21.0,Saugerties,NY,12477,42.079913700000006,-74.0393903,0
796, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Pawling,NY,12564,41.5620989,-73.5338669,0
797, Greenidge Generation Power Plant ,10.0,5.0,21.0,New York,NY,10021,40.773461,-73.9596923,0
798, Save NY from Climate-Killing Cryptocurrency ,11.0,19.0,21.0,ROCHESTER,NY,14623,43.1119001,-77.6399312,0
799, Greenidge Generation Power Plant ,10.0,5.0,21.0,Brooklyn,NY,11235,40.5844915,-73.9314717,0
800, Greenidge Generation Power Plant ,10.0,5.0,21.0,Melville,NY,11747,40.79167460000001,-73.41844888188139,0
803, Deny Greenidge's Title V Air Permit ,11.0,18.0,21.0,Meadow,NY,11554-2909,40.7082592,-73.56357840000001,0
804, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Westbury,NY,11590-2201,40.762046000000005,-73.587056,0
805, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Staatsburg,NY,12580,41.858210799999995,-73.8266564,0
806, Save NY from Climate-Killing Cryptocurrency ,11.0,15.0,21.0,Stanley,NY,14561,42.842551,-77.11227951703992,0
807, Greenidge Generation Power Plant ,10.0,12.0,21.0,Buffalo,NY,14225,42.9488108,-78.7726672,0
808, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Cambridge,NY,12816,43.033290073524725,-73.37048285295054,0
809, Greenidge Generation Power Plant ,10.0,28.0,21.0,Schenectady,NY,12302,42.875732799999994,-73.95861219999999,0
810, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,Kings Park,NY,11754,40.88668870000001,-73.2626952003344,0
811, Greenidge Generation Power Plant ,10.0,5.0,21.0,Pound Ridge,NY,10576,41.2481589,-73.5543057,0
812, Save NY from Climate-Killing Cryptocurrency ,11.0,18.0,21.0,Buffalo,NY,14201,42.902597,-78.88256899999999,0
814, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Nesconset,NY,11767,40.84958115,-73.13635181127,0
815, Save NY from Climate-Killing Cryptocurrency ,11.0,18.0,21.0,Buffalo,NY,14214,42.93151470000001,-78.8518267,0
816, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Rochester,NY,14620-1109,43.1451531,-77.6085751,0
818, Greenidge Generation Power Plant ,10.0,5.0,21.0,New York,NY,10022,40.7593942,-73.96979499999999,0
819, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Floral Park,NY,11001,40.72119685,-73.70907584226859,0
820, Save NY from Climate-Killing Cryptocurrency ,11.0,19.0,21.0,Penn Yan,NY,14527,42.667119,-76.932191,0
821, Save NY from Climate-Killing Cryptocurrency ,11.0,19.0,21.0,Islip,NY,11795,40.73813055,-73.30065656592828,0
822, Save NY from Climate-Killing Cryptocurrency ,11.0,1.0,21.0,Angola,NY,14006,42.667074,-79.0464016956522,0
823, Stop Facilitating Climate Change ,11.0,15.0,21.0,Brooklyn,NY,11201-2154,40.69789517857143,-73.99638564285716,0
825, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,Woodstock,NY,12498,42.0389086,-74.1441078,0
826, Greenidge Generation Power Plant ,10.0,22.0,21.0,Harrison,NY,10604,41.0350352,-73.75146740000001,0
828, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Endicott,NY,13760,42.0734235,-76.12805793766913,0
829, Deny Greenidge's Title V Air Permit ,10.0,6.0,21.0,New York,NY,10019-8201,40.678042,-73.922604,0
830, Save NY from Climate-Killing Cryptocurrency ,11.0,1.0,21.0,Brockport,NY,14420,43.203858600000004,-77.9270313,0
833, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Brooklyn,NY,11218-1019,40.650974121212116,-73.9796836969697,0
834, Greenidge Generation Power Plant ,10.0,5.0,21.0,Brooklyn,NY,11217,40.67780841666667,-73.98174908333333,0
835, Greenidge Generation Power Plant ,10.0,5.0,21.0,New York,NY,10035,40.80171975,-73.94556750000002,0
836, Deny Greenidge's Title V Air Permit ,11.0,19.0,21.0,Ithaca,NY,14850-9396,42.441601299999995,-76.54132779999999,0
838, Deny Greenidge's Title V Air Permit ,11.0,15.0,21.0,Ithaca,NY,14850-2414,42.455591444826396,-76.48628818379753,0
840, Save NY from Climate-Killing Cryptocurrency ,11.0,19.0,21.0,Rochester,NY,14618,43.1334127,-77.55955159999999,0
841, Greenidge Bitcoin Concerns ,11.0,18.0,21.0,Canandaigua,NY,14424,42.890608666666665,-77.27852312121213,0
843, Greenidge Generation Power Plant ,10.0,5.0,21.0,Piermont,NY,10968,41.0506828,-73.91881579999999,0
845, Save NY from Climate-Killing Cryptocurrency ,11.0,1.0,21.0,Penfield,NY,14526,43.1143331,-77.456034,0
846, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,Woodstock,NY,12498,42.0598882,-74.0942896,0
847, Save NY from Climate-Killing Cryptocurrency ,11.0,19.0,21.0,Webster,NY,14580,43.197686600000004,-77.4895692,0
848, Save NY from Climate-Killing Cryptocurrency ,11.0,16.0,21.0,Dundee,NY,14837,42.51704829999999,-76.9148106,0
849, Save NY from Climate-Killing Cryptocurrency ,11.0,17.0,21.0,Victor,NY,14564,42.98688233143017,-77.45072892514973,0
850, Greenidge Generation Power Plant ,10.0,5.0,21.0,Peekskill,NY,10566,41.298716799999994,-73.9120848,0
851, Greenidge Generation Power Plant ,11.0,17.0,21.0,Crane,NY,13833,42.23604279999999,-75.7558987,1
852, Deny Greenidge's Title V Air Permit ,11.0,18.0,21.0,Marcellus,NY,13108-9703,43.0104456,-76.3269762,0
854, Greenidge Generation Power Plant ,10.0,6.0,21.0,Brooklyn,NY,11226,40.63670585714286,-73.96426975510204,0
856, Save NY from Climate-Killing Cryptocurrency ,11.0,10.0,21.0,Owego,NY,13827,42.113906,-76.23493746570077,0
857, Deny Greenidge's Title V Air Permit ,11.0,16.0,21.0,Ithaca,NY,14850-3796,42.4477027,-76.4996626,0
858, Greenidge Generation Power Plant ,10.0,5.0,21.0,Greenbush,NY,12061,42.582464200000004,-73.69777049999999,0
859, Deny Greenidge's Title V Air Permit ,11.0,15.0,21.0,View,NY,14085-9793,42.723901,-78.9366287,0
860, Deny Greenidge's Title V Air Permit ,11.0,17.0,21.0,Ithaca,NY,14850-9674,42.42460105,-76.37001062260384,0
861, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Albany,NY,12206,42.67722921428571,-73.79077667857143,0
862, Deny Greenidge's Title V Air Permit ,10.0,16.0,21.0,brooklyn,NY,11231-3813,40.6716186,-73.9999321,0
864, Save NY from Climate-Killing Cryptocurrency ,11.0,17.0,21.0,Endicott,NY,13760,42.1176182,-76.0869307,0
866, Deny Greenidge's Title V Air Permit ,10.0,6.0,21.0,New York,NY,10023-2705,40.77938675510204,-73.98324881632655,0
867, Save NY from Climate-Killing Cryptocurrency ,11.0,13.0,21.0,Pittsford,NY,14534,43.087922,-77.517323,0
868,,,,,Seneca Falls,NY,13148-8719,42.93643999865096,-76.79374655534251,0
869, Greenidge Generation Power Plant ,11.0,18.0,21.0,New Paltz,NY,12561,41.7552544,-74.0863641,0
870, Greenidge Generation Power Plant ,10.0,12.0,21.0,Brooklyn,NY,11218,40.645287627906974,-73.97414131395351,0
871, Save NY from Climate-Killing Cryptocurrency ,10.0,31.0,21.0,Poughkeepsie,NY,12601,41.684588500000004,-73.920332,0
872, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,Albany,NY,12203,42.670617,-73.790017,0
873, Deny Greenidge's Title V Air Permit ,11.0,15.0,21.0,Salisbury Mills,NY,12577-5208,41.42851339999999,-74.12393730000001,0
877, Deny Greenidge's Title V Air Permit ,11.0,19.0,21.0,Ithaca,NY,14850-1459,42.468276704570044,-76.49691079704004,0
878,Jean - Deny Greenidge's Title V Air Permit ,10.0,9.0,21.0,Mineola,NY,11501-1365,40.7482236,-73.65126435120419,0
879, Greenidge Generation Power Plant ,10.0,19.0,21.0,New York,NY,10075,40.7723755,-73.9565249,0
880, Save NY from Climate-Killing Cryptocurrency ,11.0,1.0,21.0,Scarsdale,NY,10583,40.996489399999994,-73.7720639,0
882, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Clinton,NY,13323,43.0518423,-75.41650909999998,0
883, Greenidge Generation Power Plant ,10.0,5.0,21.0,Brooklyn,NY,11215,40.66465979310345,-73.98414100000001,0
884, Greenidge Generation Power Plant ,10.0,12.0,21.0,Brooklyn,NY,11201,40.69038695652174,-73.99011026086956,0
885, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Schenectady,NY,12303,42.744877,-73.92640250000001,0
886, Deny Greenidge's Title V Air Permit ,11.0,17.0,21.0,Waverly,NY,14892-9580,42.042040500000006,-76.4767315,0
887, Save NY from Climate-Killing Cryptocurrency ,11.0,18.0,21.0,Salem,NY,,41.356476799999996,-73.5787584,0
888, Save NY from Climate-Killing Cryptocurrency ,11.0,1.0,21.0,Rochester,NY,14620,43.135529299999995,-77.579031,1
889, Greenidge Generation Power Plant ,10.0,5.0,21.0,Tremper,NY,12457,42.0482118,-74.2732568,0
890, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Piermont,NY,10968,41.04137512121211,-73.90714706060606,0
891, Greenidge Generation Power Plant ,10.0,12.0,21.0,Woodstock,NY,12498,42.0215968,-74.0702558,0
892, Deny Greenidge's Title V Air Permit ,11.0,15.0,21.0,Geneva,NY,14456-1338,42.866784,-77.00469,0
893, Save NY from Climate-Killing Cryptocurrency ,11.0,17.0,21.0,Syracuse,NY,13224,43.04994310000001,-76.10358740000001,0
894, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Schenectady,NY,12304,42.7686215,-73.89618320000001,0
895, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Brooklyn,NY,11201,40.69799435,-73.9967176,0
896, Deny Greenidge's Title V Air Permit ,11.0,9.0,21.0,Rochester,NY,14620-1523,43.1413624,-77.58951090000001,0
897, Greenidge Generation Power Plant ,11.0,8.0,21.0,Bronx,NY,10463,40.88211928467733,-73.91993388041014,0
898, Deny Greenidge's Title V Air Permit ,11.0,15.0,21.0,Greenbush,NY,12061-1422,42.6141788,-73.6999957,0
901, Greenidge Generation Power Plant ,10.0,12.0,21.0,Queens,NY,11104,40.73900310000001,-73.92406940357588,0
903, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,Tonawanda,NY,14120,43.05886186026228,-78.88060201811928,0
904, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,Coram,NY,11727,40.91086590000001,-73.00059025267856,0
905, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Binghamton,NY,13901,42.1801685,-75.8398119,0
907, Deny Greenidge's Title V Air Permit ,10.0,29.0,21.0,Coconut Creek,FL,33066-1251,26.252012100000005,-80.17962170000001,0
908, Greenidge Generation Power Plant ,10.0,12.0,21.0,Moravia,NY,13118,42.70651002323256,-76.41665823961684,0
909, Comment on Greenidge Generating Permit Request ,9.0,18.0,21.0,Corning,NY,14830,42.099066,-77.08791540404799,0
910, Greenidge Generation Power Plant ,10.0,5.0,21.0,New York,NY,10002,40.7131506,-73.9782171,0
911, Save NY from Climate-Killing Cryptocurrency ,11.0,16.0,21.0,Ithaca,NY,14850,42.43589746006271,-76.48120427760361,0
912, Deny Greenidge's Title V Air Permit ,11.0,15.0,21.0,Ithaca,NY,14850-1033,42.47878155,-76.5015990519476,0
913, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Ithaca,NY,14850,42.42327829276598,-76.452926115955,0
914, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Troy,NY,12180-4009,42.7268539,-73.6927001,0
915, Save NY from Climate-Killing Cryptocurrency ,11.0,15.0,21.0,Albany,NY,12209,42.6428299,-73.7804557,0
916, Save NY from Climate-Killing Cryptocurrency ,11.0,18.0,21.0,Dobbs Ferry,NY,10522,41.001994599999996,-73.86913940000001,0
917, Greenidge Generation Power Plant ,10.0,22.0,21.0,Ithaca,NY,14850,42.46690587664313,-76.47043060490215,0
918, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Depew,NY,14043,42.8780304,-78.69118890000001,0
919, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Peekskill,NY,10566,41.285179799999995,-73.9160502,0
920, Greenidge Generation Power Plant ,10.0,5.0,21.0,Delmar,NY,12054,42.6161532,-73.82679399999999,0
921, Greenidge Generation Power Plant ,10.0,12.0,21.0,Skaneateles,NY,13152,42.949863,-76.40971640000001,0
922, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Farmington,NY,14425-7031,43.02781158167149,-77.35404153785962,0
923, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Edward,NY,12828,43.281791600000005,-73.58212950000001,0
924, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,Silver Springs,NY,14550,42.684295500000005,-78.13193486540379,0
925, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Blauvelt,NY,10913-1404,41.06977,-73.9513186,0
926,hua - Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Albany,NY,12208-1010,42.641204200000004,-73.834502,0
927, Greenidge Generation Power Plant ,10.0,19.0,21.0,Middletown,NY,10940,41.43919365,-74.54160357125319,0
929, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Somers,NY,10589,41.329432315916016,-73.69076033395233,0
931, Greenidge Generation Power Plant ,10.0,5.0,21.0,Albany,NY,12203,42.66884055555556,-73.79888166666667,0
932, Greenidge Generation Power Plant ,10.0,6.0,21.0,Albany,NY,12203,42.665286200000004,-73.8357046,0
934, Save NY from Climate-Killing Cryptocurrency ,11.0,8.0,21.0,Binghamton,NY,13905,42.1061706,-75.9230556,0
935, Save NY from Climate-Killing Cryptocurrency ,11.0,19.0,21.0,Syracuse,NY,13210,43.03409005,-76.11977814752989,0
936, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Nyack,NY,10960-3241,41.09193870000001,-73.9254755,0
937, Greenidge Generation Power Plant ,10.0,5.0,21.0,Yonkers,NY,10708,40.9442581,-73.8409861,0
938, Greenidge Generation Power Plant ,10.0,19.0,21.0,Gansevoort,NY,12831,43.2114805,-73.7339026,0
939, Save NY from Climate-Killing Cryptocurrency ,11.0,20.0,21.0,Manlius,NY,13104,42.9910547345574,-75.94916123922731,0
941, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,New York,NY,10128,40.7806652,-73.95585390000001,0
942, Greenidge Generation Power Plant ,10.0,13.0,21.0,Oyster Bay,NY,11771,40.8696247,-73.52976653421624,0
944, Save NY from Climate-Killing Cryptocurrency ,11.0,18.0,21.0,Cortland,NY,13045,42.5993307,-76.19949150000001,0
945, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,Elmsford,NY,10523,41.0558716,-73.81309759999999,0
946, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Henrietta,NY,14467-9731,43.05173905,-77.57985731616125,0
947, Save NY from Climate-Killing Cryptocurrency ,11.0,17.0,21.0,Horseheads,NY,14845,42.161778000000005,-76.82018000000002,0
948, Deny Greenidge's Title V Air Permit ,11.0,15.0,21.0,New Rochelle,NY,10804-2609,40.9450031,-73.7946551,0
949, Deny Greenidge's Title V Air Permit ,11.0,15.0,21.0,Hector,NY,14841-9669,42.535636,-76.8783785,0
950, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,George,NY,12845-7100,43.4540255,-73.7206461,0
951, Save NY from Climate-Killing Cryptocurrency ,11.0,2.0,21.0,Beacon,NY,12508,41.49468512765957,-73.97526640425531,0
954, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Webster,NY,14580,43.187472899999996,-77.4752397,0
955, Greenidge Generation Power Plant ,10.0,10.0,21.0,Bronx,NY,10465,40.81348782804487,-73.81250218491921,0
956, Greenidge Generation Power Plant ,11.0,5.0,21.0,Varysburg,NY,14167,42.7329865,-78.27930294696644,0
957, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Brooklyn,NY,11213-2601,40.672958,-73.940125,0
959, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Middletown,NY,10940-4708,41.45738,-74.41539015000002,0
960, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,City,NY,11530,40.715256200000006,-73.6648676,0
962, Save NY from Climate-Killing Cryptocurrency ,11.0,19.0,21.0,Ithaca,NY,14850,42.442800899999995,-76.49819120000001,0
963, Deny Greenidge's Title V Air Permit ,11.0,15.0,21.0,Buffalo,NY,14215-1612,42.9389477,-78.8117349,0
964, Deny Greenidge's Title V Air Permit ,11.0,19.0,21.0,Lodi,NY,14860-9677,42.58251416475587,-76.87208825188824,0
965, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Schenectady,NY,12303,42.7187008,-73.92546159999999,0
966, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,Rochester,NY,14626,43.2161043,-77.7048133,0
967, Greenidge Generation Power Plant ,10.0,12.0,21.0,New York,NY,10024,40.78374595,-73.98049427961273,0
968, Greenidge Generation Power Plant ,10.0,12.0,21.0,Sound Beach,NY,11789,40.9540479,-72.9758103,0
970, Greenidge Generation Power Plant ,11.0,5.0,21.0,Cortland,NY,13045,42.6079111,-76.18112370000001,0
971, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,Congers,NY,10920,41.1596539,-73.94483819999999,0
973, Save NY from Climate-Killing Cryptocurrency ,11.0,2.0,21.0,Ithaca,NY,14850,42.4404781,-76.52104709999999,0
974, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,Tonawanda,NY,14120,43.04293777318575,-78.87714988095254,0
975, Greenidge Permit Renewals ,9.0,28.0,21.0,Dundee,NY,14837,42.4983035,-76.94725700000002,0
976, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,Croton on Hudson,NY,10520,41.2035059,-73.87324699999999,0
977, Save NY from Climate-Killing Cryptocurrency ,11.0,15.0,21.0,SLOAN,NY,14212,42.8958707,-78.7894974,0
978, Greenidge Generation Power Plant ,11.0,17.0,21.0,Albany,NY,12211,42.689766999999996,-73.76723071573417,0
979, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Binghamton,NY,13904-2920,42.1516905,-75.83139229999999,0
981, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,Slingerlands,NY,12159,42.67230870000001,-73.8770493,0
982, Deny Greenidge's Title V Air Permit ,11.0,15.0,21.0,Stony Brook,NY,11790-1532,40.9261521,-73.13503339038462,0
984, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Milan,NY,12571,42.005990600000004,-73.7587032,0
985, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Canandaigua,NY,14424-8854,42.76226679999999,-77.4311117,0
986, Save NY from Climate-Killing Cryptocurrency ,10.0,30.0,21.0,Endwell,NY,13760,42.114124700000005,-76.00930670000001,0
987, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Penfield,NY,14526,43.1570631,-77.47642420000001,0
988, Save NY from Climate-Killing Cryptocurrency ,11.0,16.0,21.0,Fairport,NY,14450,43.08312685,-77.47607345162082,0
989, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Southampton,NY,11968,40.889153212765954,-72.38299974468086,0
990, Save NY from Climate-Killing Cryptocurrency ,11.0,1.0,21.0,Babylon,NY,11704,40.6974242,-73.34107787648855,0
991, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Brooklyn,NY,11231,40.6783279090909,-73.99493988636364,0
992, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Newburgh,NY,12550-1509,41.552876,-74.09293659999999,0
993, Greenidge Generation Power Plant ,10.0,5.0,21.0,New York,NY,10023,40.77846945,-73.98634389721417,0
994, Save NY from Climate-Killing Cryptocurrency ,10.0,29.0,21.0,Richmond Hill,NY,11418,40.69745246938776,-73.8305371122449,0
996, Deny Greenidge's Title V Air Permit ,11.0,17.0,21.0,Sand Lake,NY,12196-2209,42.63953789999999,-73.61904159113756,0
998, Greenidge Generation Power Plant ,10.0,5.0,21.0,Johnsburg,NY,12843,43.5369147483394,-74.01646672912285,0
999, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Scotia,NY,12302-1410,42.8289825,-73.97522629999999,0
1000, Deny Greenidge's Title V Air Permit ,11.0,18.0,21.0,Salem,NY,10560-1300,41.356476799999996,-73.5787584,0
1001, Save NY from Climate-Killing Cryptocurrency ,11.0,16.0,21.0,Ithaca,NY,14850,42.4203667,-76.4505644,0
1003, Save NY from Climate-Killing Cryptocurrency ,11.0,16.0,21.0,Rensselaerville,NY,12147,42.5175402,-74.1418426,0
1004, Save NY from Climate-Killing Cryptocurrency ,11.0,13.0,21.0,Macedon,NY,14502,43.145609,-77.34645727142856,0
1005, Save NY from Climate-Killing Cryptocurrency ,11.0,2.0,21.0,New Paltz,NY,12461,41.758216,-74.08216390000001,0
1006, Greenidge Generation Power Plant ,10.0,22.0,21.0,Slingerlands,NY,12159,42.658161299999996,-73.844095,0
1007, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Jervis,NY,12771-3544,41.3903891,-74.59502979999999,0
1008, Save NY from Climate-Killing Cryptocurrency ,11.0,17.0,21.0,Fairport,NY,14450,43.10076970000001,-77.4515545,0
1011, Deny Greenidge's Title V Air Permit ,10.0,5.0,21.0,Binghamton,NY,13901-6124,42.1801685,-75.8398119,0
1012, Greenidge Generation Power Plant ,10.0,5.0,21.0,Lockport,NY,14094,43.0967165,-78.7592640124276,0
1013, Deny Greenidge Bitcoin Mining Facility ,11.0,12.0,21.0,Lodi,NY,,42.608185999999996,-76.87438900000001,0
